,Street_name,Planning_area,Time_taken_drive
1666,YISHUN AVENUE 2,Western Water Catchment,2398
1667,YISHUN AVENUE 9,Western Water Catchment,2470
1668,YISHUN CENTRAL 1,Western Water Catchment,2445
1669,YISHUN RING ROAD,Western Water Catchment,2438
1670,ALBERT STREET,Woodlands,2018
1671,ALEXANDRA ROAD,Woodlands,2136
1672,ANG MO KIO AVENUE 3,Woodlands,1385
1673,ANSON ROAD,Woodlands,2200
1674,BALESTIER ROAD,Woodlands,1744
1675,BATTERY ROAD,Woodlands,2179
1676,BAYFRONT AVENUE,Woodlands,2256
1677,BEACH ROAD,Woodlands,2029
1678,BEDOK NORTH STREET 1,Woodlands,2406
1679,BEDOK ROAD,Woodlands,2351
1680,BENCOOLEN STREET,Woodlands,1964
1681,BIDADARI PARK DRIVE,Woodlands,1741
1682,BRAS BASAH ROAD,Woodlands,1989
1683,BROOKE ROAD,Woodlands,2225
1684,BUKIT TIMAH ROAD,Woodlands,1769
1685,CAVAN ROAD,Woodlands,1844
1686,CECIL STREET,Woodlands,2195
1687,CENTRAL BOULEVARD,Woodlands,2239
1688,CHANGI BUSINESS PARK CENTRAL 1,Woodlands,2291
1689,CHANGI ROAD,Woodlands,2082
1690,CHIN SWEE ROAD,Woodlands,2118
1691,CHOA CHU KANG AVENUE 4,Woodlands,1134
1692,CHOA CHU KANG NORTH 6,Woodlands,1208
1693,CLAYMORE DRIVE,Woodlands,1792
1694,CLEMENCEAU AVENUE,Woodlands,1847
1695,CLEMENTI AVENUE 3,Woodlands,1691
1696,COLEMAN STREET,Woodlands,2145
1697,COLLYER QUAY,Woodlands,2175
1698,COMMONWEALTH AVENUE WEST,Woodlands,1690
1699,COMPASSVALE BOW,Woodlands,1695
1700,CROSS STREET,Woodlands,2170
1701,CUSCADEN ROAD,Woodlands,1827
1702,EAST COAST ROAD,Woodlands,2392
1703,EASTWOOD ROAD,Woodlands,2503
1704,ENG HOON STREET,Woodlands,2047
1705,ENGGOR STREET,Woodlands,2216
1706,EU TONG SEN STREET,Woodlands,2063
1707,FOCH ROAD,Woodlands,1802
1708,GEYLANG ROAD,Woodlands,1989
1709,GOLDHILL PLAZA,Woodlands,1707
1710,GOPENG STREET,Woodlands,2245
1711,GUILLEMARD ROAD,Woodlands,1987
1712,HANDY ROAD,Woodlands,1939
1713,HAVELOCK ROAD,Woodlands,2144
1714,HIGH STREET,Woodlands,2087
1715,HOLLAND AVENUE,Woodlands,1844
1716,HOUGANG AVENUE 10,Woodlands,1840
1717,HOUGANG STREET 51,Woodlands,1636
1718,HOUGANG STREET 91,Woodlands,1640
1719,IRRAWADDY ROAD,Woodlands,1674
1720,JALAN ANAK BUKIT,Woodlands,1313
1721,JALAN BESAR,Woodlands,1855
1722,JALAN JURONG KECHIL,Woodlands,1269
1723,JALAN LEGUNDI,Woodlands,736
1724,JALAN MASJID,Woodlands,2171
1725,JALAN SULTAN,Woodlands,1927
1726,JELEBU ROAD,Woodlands,1057
1727,JOO CHIAT ROAD,Woodlands,2047
1728,JOO KOON CIRCLE,Woodlands,1903
1729,JURONG EAST STREET 21,Woodlands,1680
1730,JURONG GATEWAY ROAD,Woodlands,1776
1731,JURONG WEST CENTRAL 2,Woodlands,1708
1732,JURONG WEST CENTRAL 3,Woodlands,1741
1733,KALLANG AVENUE,Woodlands,1953
1734,KELANTAN LANE,Woodlands,1882
1735,KEPPEL ROAD,Woodlands,2202
1736,KITCHENER ROAD,Woodlands,1837
1737,KOEK ROAD,Woodlands,1883
1738,LAVENDER STREET,Woodlands,1762
1739,LORONG 22 GEYLANG,Woodlands,1957
1740,LORONG 4 TOA PAYOH,Woodlands,1706
1741,LORONG KILAT,Woodlands,1354
1742,LORONG LIPUT,Woodlands,1835
1743,MACPHERSON ROAD,Woodlands,1701
1744,MAJU AVENUE,Woodlands,1737
1745,MARINA BOULEVARD,Woodlands,2224
1746,MARINA VIEW,Woodlands,2196
1747,MARINE PARADE ROAD,Woodlands,2330
1748,MARITIME SQUARE,Woodlands,2480
1749,MARKET STREET,Woodlands,2413
1750,MARNE ROAD,Woodlands,1852
1751,MERCHANT ROAD,Woodlands,2093
1752,MIDDLE ROAD,Woodlands,1983
1753,MOHAMED SULTAN ROAD,Woodlands,2083
1754,MOUNTBATTEN ROAD,Woodlands,2019
1755,NEW BRIDGE ROAD,Woodlands,2050
1756,NEW UPPER CHANGI ROAD,Woodlands,2524
1757,NORTH BRIDGE ROAD,Woodlands,1930
1758,NORTH BUONA VISTA DRIVE,Woodlands,1987
1759,NORTHPOINT DRIVE,Woodlands,884
1760,OCEAN WAY,Woodlands,2962
1761,ORCHARD ROAD,Woodlands,1854
1762,ORCHARD TURN,Woodlands,1954
1763,OUTRAM ROAD,Woodlands,2039
1764,PASIR PANJANG ROAD,Woodlands,2180
1765,PASIR RIS CENTRAL,Woodlands,2092
1766,PASIR RIS CLOSE,Woodlands,2013
1767,PAYA LEBAR ROAD,Woodlands,1945
1768,PENANG ROAD,Woodlands,1930
1769,PETIR ROAD,Woodlands,1052
1770,PUNGGOL CENTRAL,Woodlands,1701
1771,QUEENSWAY,Woodlands,2091
1772,RACE COURSE ROAD,Woodlands,1818
1773,RAFFLES AVENUE,Woodlands,2224
1774,RAFFLES BOULEVARD,Woodlands,2090
1775,RAFFLES LINK,Woodlands,2208
1776,RAFFLES PLACE,Woodlands,2132
1777,RAFFLES QUAY,Woodlands,2125
1778,RANGOON ROAD,Woodlands,1901
1779,RIVER VALLEY ROAD,Woodlands,1922
1780,RIVERVALE CRESCENT,Woodlands,1618
1781,ROBERTSON QUAY,Woodlands,2121
1782,ROBINSON ROAD,Woodlands,2205
1783,ROCHOR CANAL ROAD,Woodlands,1929
1784,ROCHOR ROAD,Woodlands,2003
1785,SAM LEONG ROAD,Woodlands,1853
1786,SCOTTS ROAD,Woodlands,1722
1787,SELEGIE ROAD,Woodlands,1995
1788,SEMBAWANG DRIVE,Woodlands,654
1789,SEMBAWANG ROAD,Woodlands,823
1790,SENGKANG SQUARE,Woodlands,1475
1791,SENGKANG WEST AVENUE,Woodlands,1437
1792,SERANGOON CENTRAL,Woodlands,1694
1793,SERANGOON ROAD,Woodlands,1983
1794,SHENTON WAY,Woodlands,2196
1795,SIMS AVENUE,Woodlands,2006
1796,SIMS DRIVE,Woodlands,1941
1797,SIN MING ROAD,Woodlands,1474
1798,SINARAN DRIVE,Woodlands,1734
1799,SOMERSET ROAD,Woodlands,1935
1800,SOUTH BRIDGE ROAD,Woodlands,2049
1801,SOUTH BUONA VISTA ROAD,Woodlands,2040
1802,STADIUM WALK,Woodlands,2181
1803,STAMFORD ROAD,Woodlands,2088
1804,TAI SENG STREET,Woodlands,1940
1805,TAI THONG CRESCENT,Woodlands,1691
1806,TAMPINES CENTRAL 1,Woodlands,2086
1807,TAMPINES CENTRAL 5,Woodlands,2093
1808,TAMPINES STREET 32,Woodlands,2156
1809,TAN QUEE LAN STREET,Woodlands,2079
1810,TANGLIN ROAD,Woodlands,2072
1811,TANJONG KATONG ROAD,Woodlands,2022
1812,TELOK AYER STREET,Woodlands,2130
1813,TELOK KURAU ROAD,Woodlands,2226
1814,TEMASEK BOULEVARD,Woodlands,2169
1815,TESSENSOHN ROAD,Woodlands,1839
1816,THOMSON ROAD,Woodlands,1722
1817,TIONG BAHRU ROAD,Woodlands,2033
1818,TRAS STREET,Woodlands,2232
1819,UNITY STREET,Woodlands,2068
1820,UPPER BUKIT TIMAH ROAD,Woodlands,1088
1821,UPPER CIRCULAR ROAD,Woodlands,2093
1822,UPPER CROSS STREET,Woodlands,2067
1823,UPPER SERANGOON ROAD,Woodlands,1791
1824,UPPER THOMSON ROAD,Woodlands,1334
1825,VICTORIA STREET,Woodlands,1980
1826,WEST COAST DRIVE,Woodlands,1858
1827,WEST COAST ROAD,Woodlands,1816
1828,WILKIE ROAD,Woodlands,1969
1829,WOODLANDS AVENUE 1,Woodlands,224
1830,WOODLANDS ROAD,Woodlands,904
1831,WOODLANDS SQUARE,Woodlands,119
1832,YIO CHU KANG ROAD,Woodlands,1657
1833,YISHUN AVENUE 2,Woodlands,1158
1834,YISHUN AVENUE 9,Woodlands,882
1835,YISHUN CENTRAL 1,Woodlands,848
1836,YISHUN RING ROAD,Woodlands,850
1837,ALBERT STREET,Marine Parade,795
1838,ALEXANDRA ROAD,Marine Parade,1225
1839,ANG MO KIO AVENUE 3,Marine Parade,1058
1840,ANSON ROAD,Marine Parade,839
1841,BALESTIER ROAD,Marine Parade,774
1842,BATTERY ROAD,Marine Parade,891
1843,BAYFRONT AVENUE,Marine Parade,626
1844,BEACH ROAD,Marine Parade,632
1845,BEDOK NORTH STREET 1,Marine Parade,799
1846,BEDOK ROAD,Marine Parade,908
1847,BENCOOLEN STREET,Marine Parade,744
1848,BIDADARI PARK DRIVE,Marine Parade,854
1849,BRAS BASAH ROAD,Marine Parade,792
1850,BROOKE ROAD,Marine Parade,303
1851,BUKIT TIMAH ROAD,Marine Parade,1888
1852,CAVAN ROAD,Marine Parade,606
1853,CECIL STREET,Marine Parade,835
1854,CENTRAL BOULEVARD,Marine Parade,656
1855,CHANGI BUSINESS PARK CENTRAL 1,Marine Parade,1138
1856,CHANGI ROAD,Marine Parade,552
1857,CHIN SWEE ROAD,Marine Parade,985
1858,CHOA CHU KANG AVENUE 4,Marine Parade,2012
1859,CHOA CHU KANG NORTH 6,Marine Parade,2117
1860,CLAYMORE DRIVE,Marine Parade,1169
1861,CLEMENCEAU AVENUE,Marine Parade,948
1862,CLEMENTI AVENUE 3,Marine Parade,1642
1863,COLEMAN STREET,Marine Parade,852
1864,COLLYER QUAY,Marine Parade,887
1865,COMMONWEALTH AVENUE WEST,Marine Parade,1558
1866,COMPASSVALE BOW,Marine Parade,1467
1867,CROSS STREET,Marine Parade,808
1868,CUSCADEN ROAD,Marine Parade,1162
1869,EAST COAST ROAD,Marine Parade,498
1870,EASTWOOD ROAD,Marine Parade,926
1871,ENG HOON STREET,Marine Parade,1062
1872,ENGGOR STREET,Marine Parade,847
1873,EU TONG SEN STREET,Marine Parade,906
1874,FOCH ROAD,Marine Parade,639
1875,GEYLANG ROAD,Marine Parade,421
1876,GOLDHILL PLAZA,Marine Parade,891
1877,GOPENG STREET,Marine Parade,886
1878,GUILLEMARD ROAD,Marine Parade,422
1879,HANDY ROAD,Marine Parade,830
1880,HAVELOCK ROAD,Marine Parade,1193
1881,HIGH STREET,Marine Parade,831
1882,HOLLAND AVENUE,Marine Parade,1481
1883,HOUGANG AVENUE 10,Marine Parade,1285
1884,HOUGANG STREET 51,Marine Parade,1471
1885,HOUGANG STREET 91,Marine Parade,1421
1886,IRRAWADDY ROAD,Marine Parade,945
1887,JALAN ANAK BUKIT,Marine Parade,1432
1888,JALAN BESAR,Marine Parade,705
1889,JALAN JURONG KECHIL,Marine Parade,1388
1890,JALAN LEGUNDI,Marine Parade,2151
1891,JALAN MASJID,Marine Parade,627
1892,JALAN SULTAN,Marine Parade,635
1893,JELEBU ROAD,Marine Parade,1673
1894,JOO CHIAT ROAD,Marine Parade,478
1895,JOO KOON CIRCLE,Marine Parade,2242
1896,JURONG EAST STREET 21,Marine Parade,1798
1897,JURONG GATEWAY ROAD,Marine Parade,1867
1898,JURONG WEST CENTRAL 2,Marine Parade,2155
1899,JURONG WEST CENTRAL 3,Marine Parade,2236
1900,KALLANG AVENUE,Marine Parade,631
1901,KELANTAN LANE,Marine Parade,707
1902,KEPPEL ROAD,Marine Parade,885
1903,KITCHENER ROAD,Marine Parade,709
1904,KOEK ROAD,Marine Parade,944
1905,LAVENDER STREET,Marine Parade,614
1906,LORONG 22 GEYLANG,Marine Parade,434
1907,LORONG 4 TOA PAYOH,Marine Parade,854
1908,LORONG KILAT,Marine Parade,1473
1909,LORONG LIPUT,Marine Parade,1472
1910,MACPHERSON ROAD,Marine Parade,781
1911,MAJU AVENUE,Marine Parade,1246
1912,MARINA BOULEVARD,Marine Parade,647
1913,MARINA VIEW,Marine Parade,745
1914,MARINE PARADE ROAD,Marine Parade,429
1915,MARITIME SQUARE,Marine Parade,1128
1916,MARKET STREET,Marine Parade,911
1917,MARNE ROAD,Marine Parade,727
1918,MERCHANT ROAD,Marine Parade,973
1919,MIDDLE ROAD,Marine Parade,756
1920,MOHAMED SULTAN ROAD,Marine Parade,969
1921,MOUNTBATTEN ROAD,Marine Parade,210
1922,NEW BRIDGE ROAD,Marine Parade,888
1923,NEW UPPER CHANGI ROAD,Marine Parade,936
1924,NORTH BRIDGE ROAD,Marine Parade,638
1925,NORTH BUONA VISTA DRIVE,Marine Parade,1546
1926,NORTHPOINT DRIVE,Marine Parade,1996
1927,OCEAN WAY,Marine Parade,1608
1928,ORCHARD ROAD,Marine Parade,1013
1929,ORCHARD TURN,Marine Parade,1043
1930,OUTRAM ROAD,Marine Parade,970
1931,PASIR PANJANG ROAD,Marine Parade,1518
1932,PASIR RIS CENTRAL,Marine Parade,1421
1933,PASIR RIS CLOSE,Marine Parade,1483
1934,PAYA LEBAR ROAD,Marine Parade,664
1935,PENANG ROAD,Marine Parade,872
1936,PETIR ROAD,Marine Parade,1669
1937,PUNGGOL CENTRAL,Marine Parade,1704
1938,QUEENSWAY,Marine Parade,1592
1939,RACE COURSE ROAD,Marine Parade,693
1940,RAFFLES AVENUE,Marine Parade,647
1941,RAFFLES BOULEVARD,Marine Parade,673
1942,RAFFLES LINK,Marine Parade,773
1943,RAFFLES PLACE,Marine Parade,837
1944,RAFFLES QUAY,Marine Parade,829
1945,RANGOON ROAD,Marine Parade,785
1946,RIVER VALLEY ROAD,Marine Parade,1093
1947,RIVERVALE CRESCENT,Marine Parade,1593
1948,ROBERTSON QUAY,Marine Parade,1046
1949,ROBINSON ROAD,Marine Parade,829
1950,ROCHOR CANAL ROAD,Marine Parade,716
1951,ROCHOR ROAD,Marine Parade,686
1952,SAM LEONG ROAD,Marine Parade,717
1953,SCOTTS ROAD,Marine Parade,999
1954,SELEGIE ROAD,Marine Parade,772
1955,SEMBAWANG DRIVE,Marine Parade,2396
1956,SEMBAWANG ROAD,Marine Parade,2083
1957,SENGKANG SQUARE,Marine Parade,1555
1958,SENGKANG WEST AVENUE,Marine Parade,1438
1959,SERANGOON CENTRAL,Marine Parade,1071
1960,SERANGOON ROAD,Marine Parade,927
1961,SHENTON WAY,Marine Parade,798
1962,SIMS AVENUE,Marine Parade,536
1963,SIMS DRIVE,Marine Parade,533
1964,SIN MING ROAD,Marine Parade,1277
1965,SINARAN DRIVE,Marine Parade,917
1966,SOMERSET ROAD,Marine Parade,940
1967,SOUTH BRIDGE ROAD,Marine Parade,875
1968,SOUTH BUONA VISTA ROAD,Marine Parade,1390
1969,STADIUM WALK,Marine Parade,478
1970,STAMFORD ROAD,Marine Parade,828
1971,TAI SENG STREET,Marine Parade,720
1972,TAI THONG CRESCENT,Marine Parade,811
1973,TAMPINES CENTRAL 1,Marine Parade,1304
1974,TAMPINES CENTRAL 5,Marine Parade,1213
1975,TAMPINES STREET 32,Marine Parade,1220
1976,TAN QUEE LAN STREET,Marine Parade,715
1977,TANGLIN ROAD,Marine Parade,1259
1978,TANJONG KATONG ROAD,Marine Parade,305
1979,TELOK AYER STREET,Marine Parade,843
1980,TELOK KURAU ROAD,Marine Parade,392
1981,TEMASEK BOULEVARD,Marine Parade,639
1982,TESSENSOHN ROAD,Marine Parade,714
1983,THOMSON ROAD,Marine Parade,906
1984,TIONG BAHRU ROAD,Marine Parade,1048
1985,TRAS STREET,Marine Parade,866
1986,UNITY STREET,Marine Parade,955
1987,UPPER BUKIT TIMAH ROAD,Marine Parade,1705
1988,UPPER CIRCULAR ROAD,Marine Parade,844
1989,UPPER CROSS STREET,Marine Parade,905
1990,UPPER SERANGOON ROAD,Marine Parade,1133
1991,UPPER THOMSON ROAD,Marine Parade,1320
1992,VICTORIA STREET,Marine Parade,671
1993,WEST COAST DRIVE,Marine Parade,1607
1994,WEST COAST ROAD,Marine Parade,1526
1995,WILKIE ROAD,Marine Parade,888
1996,WOODLANDS AVENUE 1,Marine Parade,1999
1997,WOODLANDS ROAD,Marine Parade,1781
1998,WOODLANDS SQUARE,Marine Parade,2134
1999,YIO CHU KANG ROAD,Marine Parade,1041
2000,YISHUN AVENUE 2,Marine Parade,1894
2001,YISHUN AVENUE 9,Marine Parade,2007
2002,YISHUN CENTRAL 1,Marine Parade,1973
2003,YISHUN RING ROAD,Marine Parade,2117
2004,ALBERT STREET,Newton,549
2005,ALEXANDRA ROAD,Newton,707
2006,ANG MO KIO AVENUE 3,Newton,713
2007,ANSON ROAD,Newton,842
2008,BALESTIER ROAD,Newton,315
2009,BATTERY ROAD,Newton,865
2010,BAYFRONT AVENUE,Newton,788
2011,BEACH ROAD,Newton,555
2012,BEDOK NORTH STREET 1,Newton,1288
2013,BEDOK ROAD,Newton,1417
2014,BENCOOLEN STREET,Newton,491
2015,BIDADARI PARK DRIVE,Newton,674
2016,BRAS BASAH ROAD,Newton,569
2017,BROOKE ROAD,Newton,1107
2018,BUKIT TIMAH ROAD,Newton,1493
2019,CAVAN ROAD,Newton,489
2020,CECIL STREET,Newton,880
2021,CENTRAL BOULEVARD,Newton,811
2022,CHANGI BUSINESS PARK CENTRAL 1,Newton,1602
2023,CHANGI ROAD,Newton,964
2024,CHIN SWEE ROAD,Newton,690
2025,CHOA CHU KANG AVENUE 4,Newton,1616
2026,CHOA CHU KANG NORTH 6,Newton,1722
2027,CLAYMORE DRIVE,Newton,430
2028,CLEMENCEAU AVENUE,Newton,559
2029,CLEMENTI AVENUE 3,Newton,1375
2030,COLEMAN STREET,Newton,717
2031,COLLYER QUAY,Newton,860
2032,COMMONWEALTH AVENUE WEST,Newton,1293
2033,COMPASSVALE BOW,Newton,1347
2034,CROSS STREET,Newton,830
2035,CUSCADEN ROAD,Newton,461
2036,EAST COAST ROAD,Newton,1236
2037,EASTWOOD ROAD,Newton,1583
2038,ENG HOON STREET,Newton,660
2039,ENGGOR STREET,Newton,858
2040,EU TONG SEN STREET,Newton,748
2041,FOCH ROAD,Newton,448
2042,GEYLANG ROAD,Newton,870
2043,GOLDHILL PLAZA,Newton,346
2044,GOPENG STREET,Newton,888
2045,GUILLEMARD ROAD,Newton,798
2046,HANDY ROAD,Newton,519
2047,HAVELOCK ROAD,Newton,714
2048,HIGH STREET,Newton,662
2049,HOLLAND AVENUE,Newton,904
2050,HOUGANG AVENUE 10,Newton,1285
2051,HOUGANG STREET 51,Newton,1206
2052,HOUGANG STREET 91,Newton,1156
2053,IRRAWADDY ROAD,Newton,419
2054,JALAN ANAK BUKIT,Newton,1036
2055,JALAN BESAR,Newton,500
2056,JALAN JURONG KECHIL,Newton,993
2057,JALAN LEGUNDI,Newton,1812
2058,JALAN MASJID,Newton,1053
2059,JALAN SULTAN,Newton,568
2060,JELEBU ROAD,Newton,1278
2061,JOO CHIAT ROAD,Newton,929
2062,JOO KOON CIRCLE,Newton,2087
2063,JURONG EAST STREET 21,Newton,1403
2064,JURONG GATEWAY ROAD,Newton,1500
2065,JURONG WEST CENTRAL 2,Newton,1759
2066,JURONG WEST CENTRAL 3,Newton,1841
2067,KALLANG AVENUE,Newton,598
2068,KELANTAN LANE,Newton,527
2069,KEPPEL ROAD,Newton,850
2070,KITCHENER ROAD,Newton,482
2071,KOEK ROAD,Newton,475
2072,LAVENDER STREET,Newton,407
2073,LORONG 22 GEYLANG,Newton,764
2074,LORONG 4 TOA PAYOH,Newton,716
2075,LORONG KILAT,Newton,1078
2076,LORONG LIPUT,Newton,895
2077,MACPHERSON ROAD,Newton,566
2078,MAJU AVENUE,Newton,940
2079,MARINA BOULEVARD,Newton,804
2080,MARINA VIEW,Newton,864
2081,MARINE PARADE ROAD,Newton,1151
2082,MARITIME SQUARE,Newton,1063
2083,MARKET STREET,Newton,1295
2084,MARNE ROAD,Newton,498
2085,MERCHANT ROAD,Newton,673
2086,MIDDLE ROAD,Newton,510
2087,MOHAMED SULTAN ROAD,Newton,657
2088,MOUNTBATTEN ROAD,Newton,830
2089,NEW BRIDGE ROAD,Newton,735
2090,NEW UPPER CHANGI ROAD,Newton,1459
2091,NORTH BRIDGE ROAD,Newton,571
2092,NORTH BUONA VISTA DRIVE,Newton,1127
2093,NORTHPOINT DRIVE,Newton,1657
2094,OCEAN WAY,Newton,1543
2095,ORCHARD ROAD,Newton,377
2096,ORCHARD TURN,Newton,473
2097,OUTRAM ROAD,Newton,681
2098,PASIR PANJANG ROAD,Newton,1281
2099,PASIR RIS CENTRAL,Newton,1666
2100,PASIR RIS CLOSE,Newton,1728
2101,PAYA LEBAR ROAD,Newton,822
2102,PENANG ROAD,Newton,510
2103,PETIR ROAD,Newton,1273
2104,PUNGGOL CENTRAL,Newton,1695
2105,QUEENSWAY,Newton,1110
2106,RACE COURSE ROAD,Newton,463
2107,RAFFLES AVENUE,Newton,804
2108,RAFFLES BOULEVARD,Newton,667
2109,RAFFLES LINK,Newton,800
2110,RAFFLES PLACE,Newton,817
2111,RAFFLES QUAY,Newton,785
2112,RANGOON ROAD,Newton,407
2113,RIVER VALLEY ROAD,Newton,493
2114,RIVERVALE CRESCENT,Newton,1546
2115,ROBERTSON QUAY,Newton,692
2116,ROBINSON ROAD,Newton,865
2117,ROCHOR CANAL ROAD,Newton,449
2118,ROCHOR ROAD,Newton,532
2119,SAM LEONG ROAD,Newton,498
2120,SCOTTS ROAD,Newton,261
2121,SELEGIE ROAD,Newton,526
2122,SEMBAWANG DRIVE,Newton,2058
2123,SEMBAWANG ROAD,Newton,1744
2124,SENGKANG SQUARE,Newton,1334
2125,SENGKANG WEST AVENUE,Newton,1099
2126,SERANGOON CENTRAL,Newton,877
2127,SERANGOON ROAD,Newton,643
2128,SHENTON WAY,Newton,857
2129,SIMS AVENUE,Newton,813
2130,SIMS DRIVE,Newton,748
2131,SIN MING ROAD,Newton,858
2132,SINARAN DRIVE,Newton,391
2133,SOMERSET ROAD,Newton,464
2134,SOUTH BRIDGE ROAD,Newton,735
2135,SOUTH BUONA VISTA ROAD,Newton,1228
2136,STADIUM WALK,Newton,992
2137,STAMFORD ROAD,Newton,663
2138,TAI SENG STREET,Newton,879
2139,TAI THONG CRESCENT,Newton,556
2140,TAMPINES CENTRAL 1,Newton,1478
2141,TAMPINES CENTRAL 5,Newton,1388
2142,TAMPINES STREET 32,Newton,1394
2143,TAN QUEE LAN STREET,Newton,606
2144,TANGLIN ROAD,Newton,650
2145,TANJONG KATONG ROAD,Newton,904
2146,TELOK AYER STREET,Newton,815
2147,TELOK KURAU ROAD,Newton,1107
2148,TEMASEK BOULEVARD,Newton,740
2149,TESSENSOHN ROAD,Newton,481
2150,THOMSON ROAD,Newton,308
2151,TIONG BAHRU ROAD,Newton,646
2152,TRAS STREET,Newton,875
2153,UNITY STREET,Newton,649
2154,UPPER BUKIT TIMAH ROAD,Newton,1310
2155,UPPER CIRCULAR ROAD,Newton,675
2156,UPPER CROSS STREET,Newton,752
2157,UPPER SERANGOON ROAD,Newton,1030
2158,UPPER THOMSON ROAD,Newton,901
2159,VICTORIA STREET,Newton,508
2160,WEST COAST DRIVE,Newton,1452
2161,WEST COAST ROAD,Newton,1370
2162,WILKIE ROAD,Newton,474
2163,WOODLANDS AVENUE 1,Newton,1660
2164,WOODLANDS ROAD,Newton,1379
2165,WOODLANDS SQUARE,Newton,1795
2166,YIO CHU KANG ROAD,Newton,860
2167,YISHUN AVENUE 2,Newton,1555
2168,YISHUN AVENUE 9,Newton,1668
2169,YISHUN CENTRAL 1,Newton,1635
2170,YISHUN RING ROAD,Newton,1778
2171,ALBERT STREET,Orchard,301
2172,ALEXANDRA ROAD,Orchard,495
2173,ANG MO KIO AVENUE 3,Orchard,735
2174,ANSON ROAD,Orchard,630
2175,BALESTIER ROAD,Orchard,357
2176,BATTERY ROAD,Orchard,578
2177,BAYFRONT AVENUE,Orchard,573
2178,BEACH ROAD,Orchard,455
2179,BEDOK NORTH STREET 1,Orchard,1329
2180,BEDOK ROAD,Orchard,1459
2181,BENCOOLEN STREET,Orchard,306
2182,BIDADARI PARK DRIVE,Orchard,715
2183,BRAS BASAH ROAD,Orchard,272
2184,BROOKE ROAD,Orchard,1060
2185,BUKIT TIMAH ROAD,Orchard,1516
2186,CAVAN ROAD,Orchard,530
2187,CECIL STREET,Orchard,592
2188,CENTRAL BOULEVARD,Orchard,605
2189,CHANGI BUSINESS PARK CENTRAL 1,Orchard,1643
2190,CHANGI ROAD,Orchard,1005
2191,CHIN SWEE ROAD,Orchard,402
2192,CHOA CHU KANG AVENUE 4,Orchard,1640
2193,CHOA CHU KANG NORTH 6,Orchard,1746
2194,CLAYMORE DRIVE,Orchard,365
2195,CLEMENCEAU AVENUE,Orchard,600
2196,CLEMENTI AVENUE 3,Orchard,1220
2197,COLEMAN STREET,Orchard,429
2198,COLLYER QUAY,Orchard,574
2199,COMMONWEALTH AVENUE WEST,Orchard,1137
2200,COMPASSVALE BOW,Orchard,1388
2201,CROSS STREET,Orchard,542
2202,CUSCADEN ROAD,Orchard,306
2203,EAST COAST ROAD,Orchard,1135
2204,EASTWOOD ROAD,Orchard,1534
2205,ENG HOON STREET,Orchard,448
2206,ENGGOR STREET,Orchard,646
2207,EU TONG SEN STREET,Orchard,452
2208,FOCH ROAD,Orchard,489
2209,GEYLANG ROAD,Orchard,912
2210,GOLDHILL PLAZA,Orchard,379
2211,GOPENG STREET,Orchard,637
2212,GUILLEMARD ROAD,Orchard,766
2213,HANDY ROAD,Orchard,222
2214,HAVELOCK ROAD,Orchard,502
2215,HIGH STREET,Orchard,371
2216,HOLLAND AVENUE,Orchard,749
2217,HOUGANG AVENUE 10,Orchard,1326
2218,HOUGANG STREET 51,Orchard,1247
2219,HOUGANG STREET 91,Orchard,1197
2220,IRRAWADDY ROAD,Orchard,452
2221,JALAN ANAK BUKIT,Orchard,1060
2222,JALAN BESAR,Orchard,507
2223,JALAN JURONG KECHIL,Orchard,1017
2224,JALAN LEGUNDI,Orchard,1853
2225,JALAN MASJID,Orchard,1094
2226,JALAN SULTAN,Orchard,466
2227,JELEBU ROAD,Orchard,1302
2228,JOO CHIAT ROAD,Orchard,970
2229,JOO KOON CIRCLE,Orchard,1875
2230,JURONG EAST STREET 21,Orchard,1427
2231,JURONG GATEWAY ROAD,Orchard,1499
2232,JURONG WEST CENTRAL 2,Orchard,1783
2233,JURONG WEST CENTRAL 3,Orchard,1864
2234,KALLANG AVENUE,Orchard,639
2235,KELANTAN LANE,Orchard,481
2236,KEPPEL ROAD,Orchard,619
2237,KITCHENER ROAD,Orchard,470
2238,KOEK ROAD,Orchard,178
2239,LAVENDER STREET,Orchard,448
2240,LORONG 22 GEYLANG,Orchard,774
2241,LORONG 4 TOA PAYOH,Orchard,749
2242,LORONG KILAT,Orchard,1101
2243,LORONG LIPUT,Orchard,740
2244,MACPHERSON ROAD,Orchard,607
2245,MAJU AVENUE,Orchard,982
2246,MARINA BOULEVARD,Orchard,516
2247,MARINA VIEW,Orchard,577
2248,MARINE PARADE ROAD,Orchard,1031
2249,MARITIME SQUARE,Orchard,851
2250,MARKET STREET,Orchard,1336
2251,MARNE ROAD,Orchard,532
2252,MERCHANT ROAD,Orchard,377
2253,MIDDLE ROAD,Orchard,298
2254,MOHAMED SULTAN ROAD,Orchard,365
2255,MOUNTBATTEN ROAD,Orchard,803
2256,NEW BRIDGE ROAD,Orchard,439
2257,NEW UPPER CHANGI ROAD,Orchard,1500
2258,NORTH BRIDGE ROAD,Orchard,469
2259,NORTH BUONA VISTA DRIVE,Orchard,972
2260,NORTHPOINT DRIVE,Orchard,1699
2261,OCEAN WAY,Orchard,1331
2262,ORCHARD ROAD,Orchard,87
2263,ORCHARD TURN,Orchard,187
2264,OUTRAM ROAD,Orchard,469
